source	detector	w661			w735			w785			w808			w826			w849		
10	9	1	0.027389081	180.9138641	1	0.009098476	113.5761261	1	0.026051963	135.0479279	1	0.025179353	314.0223999	1	0.029648729	259.42099	1	0.009456703	161.0001068
11	12	1	1.31996572	110.1735153	1	0.01506112	125.657135	1	0.763376117	70.58604431	1	0.938740909	241.0083008	1	0.823616803	194.6522522	1	0.038521506	127.7368088
11	13	1	2.91274E-05	325.5783997	1	8.9233E-06	147.1382446	1	8.0484E-06	241.7419128	1	6.4685E-06	70.34153748	1	1.00965E-05	42.00180435	1	7.3971E-06	189.9696655
11	14	1	0.009936251	146.5800629	1	0.000128398	164.3002625	1	0.004730657	116.5579071	1	0.010476112	289.0602112	1	0.003445411	242.383728	1	0.000282001	181.1781769
11	15	1	0.001538422	135.2476349	1	1.12387E-05	158.2735901	1	0.001019781	119.7483368	1	0.001521034	292.413208	1	0.000866406	247.7225494	1	3.28122E-05	180.2589874
11	16	1	0.001761734	128.5766754	1	5.14979E-05	152.6638184	1	0.000722421	104.2541351	1	0.001212624	276.3526001	1	0.000591663	228.5722198	1	6.73766E-05	178.1017456
11	1	1	0.00023442	160.5233765	1	0.000024056	158.1668396	1	0.000156466	136.1695709	1	0.0002584	304.3744202	1	0.000129758	259.5370789	1	3.35366E-05	191.2781219
11	2	1	0.000166586	201.5841217	1	4.05546E-05	188.9692078	1	0.000180045	185.2995453	1	0.000261741	354.180603	1	0.00014558	305.7433777	1	5.03663E-05	226.4159546
11	3	1	0.000130743	180.9592285	1	0.000006373	159.6170349	1	9.72405E-05	162.208374	1	0.000174206	333.9746399	1	7.28174E-05	283.2807922	1	1.11948E-05	197.1207123
11	4	1	0.000248176	164.8009186	1	5.8738E-06	184.2543182	1	0.000410794	149.0170898	1	0.000671202	318.9245605	1	0.00022203	267.5112305	1	1.21955E-05	198.8489838
11	5	1	0.002276647	140.4893341	1	4.74896E-05	174.2584991	1	0.001326992	117.8350449	1	0.001890158	288.3479919	1	0.002273968	242.086441	1	9.73793E-05	186.5682526
11	6	1	0.00346779	148.4204559	1	0.000108076	143.3218536	1	0.004473559	105.9894257	1	0.003088534	287.1309204	1	0.004062711	228.8757172	1	0.000326911	160.6632385
11	7	1	0.001032753	162.617157	1	0.00012171	154.8447418	1	0.002186851	118.4586945	1	0.00099483	299.1368408	1	0.002311818	237.825058	1	0.001072059	157.9579315
11	8	1	0.000306845	197.6939697	1	3.32108E-05	202.8227844	1	1.02294E-05	221.1466217	1	2.11529E-05	344.286377	1	0.000395422	271.0165405	1	2.77563E-05	223.72258
11	9	1	0.004534058	180.6973877	1	0.000818623	144.2533722	1	0.004436562	129.6381531	1	0.004403874	308.5074463	1	0.004639806	249.4922943	1	0.000508895	161.4713898
11	10	1	0.029231237	180.352951	1	0.010378948	112.6596909	1	0.027054671	137.7198486	1	0.026180094	316.5926514	1	0.031092634	261.2146301	1	0.0099859	163.544342
12	13	1	1.203242183	107.5230331	1	0.013658575	123.8673019	1	0.76930213	69.16274261	1	0.940203548	238.5433807	1	0.799668074	194.0014496	1	0.038300674	127.791275
12	14	1	1.30993E-05	299.7790833	1	1.04623E-05	144.2039795	1	1.03199E-05	212.4725189	1	8.4282E-06	33.51023865	1	7.0691E-06	337.5722961	1	0.000008123	182.4365692
12	15	1	0.003034055	140.9345093	1	8.14307E-05	159.546814	1	0.003315798	111.759819	1	0.005022662	283.7472229	1	0.002465207	235.1619263	1	0.000219375	177.8604431
12	16	1	0.001229497	132.2667999	1	9.7835E-06	149.6708527	1	0.000914719	112.5018158	1	0.00140435	284.1918945	1	0.000809778	238.2458954	1	3.36608E-05	172.5699768
12	1	1	0.000170586	171.0507202	1	4.49323E-05	149.6322784	1	0.000138994	151.6663513	1	0.00026063	312.3668213	1	0.000114623	272.728241	1	4.31728E-05	189.8166046
12	2	1	7.67204E-05	187.6501465	1	2.44641E-05	158.3777313	1	0.000101866	160.9717255	1	0.000171768	323.6423645	1	8.43783E-05	280.9113464	1	2.93788E-05	195.9331055
12	3	1	9.63456E-05	213.468277	1	4.31975E-05	182.7094574	1	0.000194924	193.5564728	1	0.000308303	1.671543121	1	0.000159006	311.499054	1	5.02095E-05	222.2022247
12	4	1	0.000100042	180.5105438	1	7.1785E-06	165.4271545	1	0.000112295	163.9323883	1	0.000208708	333.8287659	1	8.05308E-05	282.239563	1	1.16083E-05	199.7015839
12	5	1	0.000803577	145.2538605	1	7.4174E-06	170.3122253	1	0.000567463	131.8916016	1	0.00094998	301.7000122	1	0.000536944	251.5929718	1	1.80134E-05	185.2384796
12	6	1	0.002316724	137.839325	1	5.03755E-05	164.0004272	1	0.001338395	114.6897125	1	0.002011951	284.6933899	1	0.002246134	241.1033783	1	0.00010791	182.5078888
12	7	1	0.003236739	140.5614014	1	9.18501E-05	142.3587646	1	0.003095745	107.1712646	1	0.002841671	281.9855652	1	0.002811033	230.5306244	1	0.000247389	160.52771
12	8	1	8.984E-07	53.63597107	1	0.000007147	188.5987091	1	5.1156E-06	220.6554413	1	7.817E-07	332.6326294	1	1.7546E-06	332.2071228	1	6.7434E-06	230.4151154
12	9	1	0.010660524	150.7400665	1	0.000221852	161.990097	1	0.008429466	108.9049454	1	0.009822847	284.3774719	1	0.009055106	230.3646698	1	0.002030486	165.3903351
12	10	1	0.004465548	183.7563934	1	0.000815777	148.8114319	1	0.004352291	134.7775269	1	0.00432423	313.4327698	1	0.004507069	254.1725922	1	0.000497234	165.9868164
12	11	1	0.029499307	175.9142609	1	0.00884248	113.7387161	1	0.027238824	135.5058441	1	0.026191521	314.5066223	1	0.031475961	259.29776	1	0.009767017	161.0726776
13	14	1	1.108363628	106.0061188	1	0.011859793	121.4220428	1	0.811292172	66.81801605	1	0.981718183	235.3021545	1	0.871711791	191.3601227	1	0.038818326	126.1318359
13	15	1	1.08691E-05	279.4458008	1	8.5294E-06	145.1764374	1	1.02293E-05	210.7775421	1	1.09751E-05	42.12565613	1	7.4704E-06	361.1207886	1	7.1162E-06	189.0331421
13	16	1	0.002270456	133.5067291	1	6.88006E-05	158.3956909	1	0.003223383	109.2046127	1	0.004843972	281.1915588	1	0.002445692	233.8660736	1	0.000219197	175.8596649
13	1	1	0.000172863	145.6281891	1	2.0352E-06	157.7218628	1	0.000233551	115.1430664	1	0.000272433	289.2120667	1	0.00018226	241.0008545	1	5.5553E-06	180.5519409
13	2	1	0.000125506	171.6956329	1	3.79249E-05	152.4103546	1	0.00012734	159.8380737	1	0.000248795	321.1590271	1	9.36416E-05	283.2468567	1	4.03779E-05	192.8791656
13	3	1	7.92773E-05	173.7884369	1	2.15443E-05	160.5674896	1	0.000117139	159.7855225	1	0.000209201	321.9969788	1	0.00009425	280.4644775	1	0.00003073	193.9713287
13	4	1	8.95018E-05	214.3171692	1	3.70171E-05	190.2266541	1	0.000220037	192.5676575	1	0.000349864	360.1958618	1	0.000177794	310.9225159	1	5.11686E-05	226.6840515
13	5	1	0.000163998	159.724762	1	6.5091E-06	164.4646606	1	0.000116304	152.6561279	1	0.000211378	322.9607239	1	8.89411E-05	272.2749329	1	1.27249E-05	193.7746735
13	6	1	0.0008958	141.6817169	1	6.8684E-06	163.6765289	1	0.000571096	125.541008	1	0.000908268	295.113678	1	0.000563356	246.3948669	1	1.78653E-05	180.4227142
13	7	1	0.001764158	138.5989685	1	0.00004031	166.7324677	1	0.001417864	119.6186905	1	0.001413591	286.8128357	1	0.001571485	242.8122253	1	7.97585E-05	186.3619537
13	8	1	1.40685E-05	185.8356781	1	0.000040702	152.0496521	1	3.61992E-05	164.8074799	1	0.000015931	345.6368713	1	3.04348E-05	262.8656616	1	5.19794E-05	168.5497131
13	9	1	0.000928317	151.6949615	1	2.66421E-05	169.1841583	1	0.001173176	121.3591003	1	0.000870844	293.7886353	1	0.001196411	240.5496216	1	0.00011733	174.4445038
13	10	1	0.010570268	149.6668091	1	0.000220284	163.7294617	1	0.008720819	112.6555481	1	0.009838227	286.334259	1	0.009143241	233.3451996	1	0.001880758	168.6279144
13	11	1	0.00444746	179.2536316	1	0.000830672	151.1208038	1	0.004342223	133.8101654	1	0.004324926	311.4607849	1	0.00450943	251.9332123	1	0.000492666	164.2156677
13	12	1	0.029299118	176.7164917	1	0.009360532	113.3323059	1	0.026467241	138.2073517	1	0.025769375	315.4095459	1	0.030498233	261.3215332	1	0.009563419	163.0409393
14	15	1	0.969175339	106.0258408	1	0.011679875	119.7883606	1	0.81378597	65.28431702	1	1.019218564	236.8377838	1	0.892141461	188.0401917	1	0.041099917	122.8853683
14	16	1	0.000004949	263.9955444	1	0.000007685	130.7056122	1	0.0000071	222.4160767	1	8.0141E-06	42.77620316	1	6.6015E-06	4.240157604	1	8.1699E-06	172.7692108
14	1	1	0.000357793	112.2399368	1	0.000013502	160.485321	1	0.00061097	87.0489502	1	0.000649821	257.5710754	1	0.0005626	213.357254	1	5.40842E-05	176.2599182
14	2	1	0.000111876	144.3291626	1	1.5967E-06	153.0565796	1	0.000165238	117.2067795	1	0.000215378	289.5015869	1	0.000152195	248.6338501	1	5.5321E-06	179.810791
14	3	1	8.74278E-05	172.9404907	1	3.25683E-05	142.8052979	1	9.28016E-05	159.1631317	1	0.000204895	317.3654175	1	7.58209E-05	290.7407227	1	4.22088E-05	183.9705048
14	4	1	6.14902E-05	181.9047089	1	1.79599E-05	156.4974213	1	7.96583E-05	161.8277283	1	0.000151078	322.5942993	1	6.88884E-05	290.0614929	1	3.17624E-05	193.9148102
14	5	1	8.60823E-05	193.7479706	1	3.13641E-05	178.6763763	1	0.000122006	182.9655762	1	0.000193602	352.1498108	1	0.000098818	309.2958069	1	5.13555E-05	217.8881531
14	6	1	0.000162155	148.8574829	1	5.5537E-06	149.7705841	1	8.22976E-05	134.5811768	1	0.000152826	307.8781128	1	0.000058899	263.0324097	1	1.23711E-05	183.2289581
14	7	1	0.000525933	137.7266693	1	0.000004939	156.5156708	1	0.00020312	120.3518295	1	0.000540265	289.3147278	1	0.000164084	246.3857422	1	1.14351E-05	179.4237671
14	8	1	3.1475E-06	229.6335754	1	0.000022091	188.9978027	1	1.00953E-05	218.8298492	1	8.7923E-06	376.7123108	1	0.000019592	341.942627	1	3.38579E-05	222.9712677
14	9	1	0.001049899	142.9247437	1	0.000035456	132.6151733	1	0.000755701	122.2254791	1	0.001012337	294.3688354	1	0.000333367	246.0489197	1	7.46574E-05	154.6931
14	10	1	0.000724425	143.393692	1	1.79483E-05	163.8900757	1	0.000934397	120.670517	1	0.000823951	289.7806702	1	0.001358964	243.0041199	1	7.48954E-05	175.3622131
14	11	1	0.00697126	141.183548	1	0.000123816	161.3309784	1	0.005406134	110.0131454	1	0.008104477	280.9031372	1	0.005684611	231.2880859	1	0.001120336	167.1233978
14	12	1	0.004480104	164.0760956	1	0.000733018	148.1884003	1	0.004369549	125.8244324	1	0.004359716	304.4365234	1	0.00449323	244.973938	1	0.000488944	157.4936371
14	13	1	0.030898528	168.9565887	1	0.008405623	111.9116592	1	0.027277025	135.1112671	1	0.026300367	314.0866394	1	0.031024698	256.6829529	1	0.009826615	160.4537201
15	16	1	1.021046639	106.3480988	1	0.011129197	121.0095062	1	0.87391603	67.51045227	1	1.059757829	239.3818359	1	1.009669662	188.9517365	1	0.043550152	122.238121
15	1	1	9.2867E-06	209.8917694	1	4.9666E-06	129.1430817	1	9.9663E-06	169.3686066	1	9.1693E-06	344.036377	1	9.7072E-06	307.6765442	1	8.8424E-06	170.9052582
15	2	1	0.000601039	119.1844254	1	8.0427E-06	161.0245361	1	0.000663653	82.50325775	1	0.000602632	258.1699524	1	0.000683932	213.8404999	1	5.72861E-05	173.8009033
15	3	1	0.000173652	145.8519897	1	0.000001084	153.2531281	1	0.00017407	108.7614212	1	0.000177722	285.7260437	1	0.000177348	244.3076324	1	5.7421E-06	172.144455
15	4	1	0.000149211	177.4294434	1	2.11628E-05	145.179245	1	9.26142E-05	154.2199707	1	0.000158907	316.5967407	1	0.000084324	291.372406	1	4.52375E-05	182.7624664
15	5	1	0.000136418	165.3292542	1	1.11015E-05	147.2588654	1	8.20456E-05	142.8251801	1	0.000125944	309.2189941	1	7.31071E-05	276.5279236	1	3.32185E-05	181.648468
15	6	1	0.000426622	170.4314117	1	2.03563E-05	168.0346985	1	0.000195527	151.504837	1	0.000257748	321.5858459	1	0.000159537	279.5892639	1	5.85556E-05	203.4103241
15	7	1	0.000488445	141.8543091	1	4.3968E-06	144.5266571	1	0.000130461	118.0167923	1	0.000194791	293.5400085	1	0.000095573	246.8628235	1	1.45942E-05	176.1170349
15	8	1	9.7634E-06	235.8600616	1	1.8612E-06	176.835144	1	1.60806E-05	191.8330688	1	1.19418E-05	363.3737793	1	0.000013058	331.2208252	1	4.0734E-06	215.8256073
15	9	1	0.000946038	138.1504822	1	0.000017682	161.7982788	1	0.000229973	113.2002029	1	0.000531648	284.5226135	1	0.000214187	242.530304	1	4.68081E-05	188.7830658
15	10	1	0.00189843	128.6857758	1	2.48645E-05	121.7353745	1	0.000895498	105.7601395	1	0.001091719	279.6673279	1	0.00042498	230.8011475	1	8.24186E-05	148.4747009
15	11	1	0.000674161	130.5846863	1	1.10582E-05	156.3169861	1	0.000996798	113.0833054	1	0.000585175	282.6006775	1	0.001031518	234.5647125	1	5.00849E-05	170.1630402
15	12	1	0.006183324	135.4108582	1	0.000076275	154.6850891	1	0.004756951	105.7996063	1	0.005761678	276.3992615	1	0.006004689	226.9428558	1	0.000576534	163.5437012
15	13	1	0.004795378	148.2141418	1	0.00059283	146.0919952	1	0.00463099	119.2803574	1	0.004649265	298.6156006	1	0.004798649	238.4929352	1	0.000511921	152.4585114
15	14	1	0.033771861	156.5180206	1	0.007962069	108.2018051	1	0.029931838	128.5376587	1	0.028447736	309.1418152	1	0.033544287	253.0681	1	0.01030645	155.6011353
16	1	1	0.030545186	29.51471901	1	0.000337353	57.38970947	1	0.040484749	347.6943054	1	0.040006407	155.5664673	1	0.033479631	111.482666	1	0.001567007	67.15610504
16	2	1	5.8801E-06	216.3382874	1	7.1417E-06	133.1333618	1	9.6367E-06	173.7004547	1	9.2963E-06	344.033905	1	7.7603E-06	311.0267639	1	8.2499E-06	176.2874908
16	3	1	0.000563407	122.5441208	1	1.22137E-05	151.1313477	1	0.000677505	84.63933563	1	0.00066536	259.005127	1	0.000619124	212.3357849	1	5.89881E-05	175.3126678
16	4	1	0.000188483	154.7945709	1	1.8221E-06	153.8518219	1	0.00019646	118.2201157	1	0.000230503	291.7290039	1	0.000178928	249.9680481	1	6.4887E-06	179.7172546
16	5	1	0.00022596	161.655838	1	3.17211E-05	137.2889557	1	0.000140419	141.8753052	1	0.0002555	304.319458	1	0.000112702	272.6078186	1	4.58473E-05	180.658371
16	6	1	0.00039515	151.8070984	1	1.80841E-05	135.6569061	1	0.000203806	128.3473969	1	0.000336404	294.6155701	1	0.000173924	255.2815857	1	3.87877E-05	178.1937866
16	7	1	0.001154882	175.0007935	1	3.43343E-05	168.2952881	1	0.000563204	150.8080292	1	0.00089059	318.4815369	1	0.000489949	276.7659912	1	0.000077438	207.8995056
16	8	1	2.83278E-05	209.0130463	1	4.1155E-06	162.4799194	1	1.73313E-05	183.7417145	1	3.41741E-05	343.8365173	1	0.000014048	316.7711792	1	9.7363E-06	209.6741333
16	9	1	0.000734691	146.4167786	1	5.1798E-06	155.2153931	1	0.000223217	122.6924973	1	0.00059451	288.7441406	1	0.000205914	248.9654388	1	1.26242E-05	182.2329254
16	10	1	0.00151571	139.1373749	1	2.75145E-05	152.4367676	1	0.000743545	113.0016251	1	0.001173456	281.0641174	1	0.000456125	240.654068	1	5.75777E-05	183.9281006
16	11	1	0.001860124	133.3436127	1	3.26945E-05	134.1564484	1	0.001049801	107.8983231	1	0.001418852	277.157074	1	0.000532887	233.7220154	1	9.24401E-05	158.3736572
16	12	1	0.000693399	132.3532562	1	1.24032E-05	151.2048492	1	0.000971364	112.9304352	1	0.000607948	278.7767029	1	0.00104564	235.8574371	1	5.14837E-05	168.8991852
16	13	1	0.004790517	136.6108093	1	7.60316E-05	155.215683	1	0.004995061	110.2061386	1	0.005499568	277.4983521	1	0.006212741	232.6256714	1	0.000508538	168.5097046
16	14	1	0.004797571	146.3515625	1	0.000604456	145.0426331	1	0.004699323	120.9255295	1	0.004692282	298.5596619	1	0.004809287	242.5254364	1	0.000512352	155.5604095
16	15	1	0.033108842	162.6060333	1	0.008899769	109.8121185	1	0.029255103	135.0835266	1	0.02792673	313.1766357	1	0.033222985	259.0641479	1	0.010397975	161.5024719
